"A" "B" "P" "BT"
"453" 0.027 0.018 0.023 0.0199439237390918
"454" 0.034 0.03 0.023 0.032045060459994
"455" 0.026 0.025 0.031 0.0213253878749106
"456" 0.01 0.01 0.007 0.00575049967855312
"457" 0.001 0 0 3.20675638953993e-06
"458" 0.021 0.021 0.023 0.0163380227041982
"459" 0.017 0.016 0.016 0.007585322044112
"460" 0.207 0.16 0.196 0.215914812633073
"461" 0.019 0.026 0.032 0.0231064373343036
"462" 0.005 0.009 0.008 0.00560643984473042
"463" 0.048 0.037 0.047 0.0401854027015748
"464" 0.009 0.011 0.018 0.00781752155078819
"465" 0.051 0.049 0.058 0.0549566352513536
"466" 0.035 0.026 0.044 0.0281132453029048
"467" 0 0 0.002 4.61307194111749e-05
"468" 0.014 0.03 0.023 0.0204589046593252
"469" 0 0 0 6.05498195005438e-06
"470" 0.021 0.031 0.029 0.0224831360009784
"471" 0.015 0.016 0.015 0.0152946982654547
"472" 0 0 0.003 0.000167134515174805
"473" 0.309 0.3 0.318 0.336813016783189
"474" 0 0 0 2.71808815455188e-08
"475" 0.005 0.001 0.004 0.00180340978914462
"476" 0 0.001 0.002 0.000468021794485018
"477" 0 0 0.002 2.20046038944544e-05
"478" 0.038 0.029 0.029 0.0311848535933344
"479" 0.003 0.005 0.006 0.00164910003592889
"480" 0.044 0.039 0.047 0.0359039798204681
"481" 0.001 0.004 0.005 0.00121314343599077
"482" 0.056 0.04 0.046 0.0488259119986864
"483" 0.023 0.019 0.025 0.0139709806939551
"484" 0.013 0.01 0.008 0.00721882383612116
"485" 0.138 0.14 0.132 0.167015555682279
"486" 0.014 0.013 0.014 0.0131381489266741
"487" 0.016 0.028 0.033 0.0149466938126469
"488" 0 0 0.001 1.08269154556195e-05
"489" 0.001 0.005 0.006 0.0015184666233764
"490" 0.182 0.185 0.204 0.222990584375487
"491" 0.043 0.031 0.051 0.0365724856711789
"492" 0.004 0.004 0.008 0.00163758678126968
"493" 0 0 0 4.09594978966199e-05
"494" 0.001 0.008 0.004 0.0024838711225168
"495" 0.009 0.007 0.015 0.00935447826946811
"496" 0.001 0.003 0.002 0.00108985930235495
"497" 0.003 0.006 0.008 0.00235417512763547
"498" 0.054 0.064 0.057 0.0536589487925803
"499" 0 0 0.001 7.95601801328871e-07
"500" 0.097 0.087 0.099 0.0932939637501982
"501" 0 0 0.002 4.3353198674545e-05
"502" 0.006 0.006 0.012 0.00484375778966806
"503" 0 0.002 0.002 0.000468926481677956
"504" 0 0 0 3.09021072231186e-06
"505" 0 0 0 6.90800284752768e-08
"506" 0.002 0.004 0.006 0.00281601403729936
"507" 0.037 0.032 0.041 0.0294407875494034
"508" 0.022 0.015 0.034 0.0196253422041163
"509" 0.276 0.294 0.271 0.308912298899827
"510" 0 0 0 2.15832340413336e-05
"511" 0.128 0.105 0.116 0.120152825410337
"512" 0.007 0.006 0.017 0.00537551431038985
"513" 0.041 0.043 0.049 0.0435791678383863
"514" 0.003 0.004 0.005 0.00296591778940036
"515" 0 0 0 1.06440383929041e-06
"516" 0.007 0.009 0.014 0.00765471856201594
"517" 0.006 0.004 0.009 0.00377863133274514
"518" 0 0 0 4.17548367525056e-05
"519" 0.067 0.059 0.089 0.0783274853022347
"520" 0 0 0 2.17142509042478e-05
"521" 0.014 0.013 0.023 0.0117680220505485
"522" 0.001 0.003 0.01 0.00229108495154118
"523" 0.049 0.056 0.057 0.0514649313499882
"524" 0.001 0.001 0.006 0.000656028652364027
"525" 0.001 0 0.005 0.000641099701372605
"526" 0.038 0.037 0.044 0.0310827299272339
"527" 0 0.001 0.007 0.0008650795817019
"528" 0 0 0 7.99884729563161e-08
"529" 0.112 0.111 0.113 0.122451637927013
"530" 0.072 0.071 0.08 0.089676203966816
"531" 0.001 0.002 0.001 0.0002385638239909
"532" 0 0 0 2.29360974657311e-12
"533" 0.033 0.033 0.036 0.0290118695323963
"534" 0.039 0.045 0.038 0.0425865792342235
"535" 0.056 0.059 0.075 0.0653777545259916
"536" 0.264 0.293 0.307 0.309869001981934
"537" 0 0 0 2.01845509195664e-08
"538" 0.001 0.001 0.001 0.000210601149849277
